# Every forbidden core build requirement, and where this tree still requires it.
#
# The vocabulary is `forbidden_core_build_requirements` in
# spec/native-toolchain-v1/contract.json — RFC-0018, accepted 2026-08-11. This
# file never restates that list: the checker reads the contract and refuses a
# requirement there with no detector here, so a fifteenth one cannot arrive and
# quietly read as zero.
#
# `node tooling/forbidden-requirements/check.mjs` fails in BOTH directions, the
# way tests/assertions/budget.tsv and tooling/gate-reachability/unreachable.tsv
# do: a use that is not listed is a dependency that arrived unrecorded, and a
# listed row whose use is gone is an improvement that was not recorded. The
# second direction is the one that is usually missing, and this repository has
# already paid for its absence — #1213 replaced GNU `sha256sum` with
# `bin/kofun-digest`, and #1395 then found a release claim still asserting the
# removed dependency.
#
# Regenerate the rows with `--count`. Print the file set and every pattern with
# `--predicates`: a count is only meaningful with its predicate attached, and
# both halves can be too narrow at once — this repository shipped "46 gate
# scripts shell out to node" when the answer over all tracked `.sh` was 70.
#
# There is no evidence stamp on this file on purpose. Every row is re-derived
# from the tree on every run, so a row that stopped being true fails rather than
# ages. The narrative counts in #1451 and #1452 are the ones that need stamps.
#
# kind   `invoke`  a command-position invocation: the build shells out to it
#        `source`  the file is written in that language, so running it requires
#                  the tool whether or not anything invokes it by name
#        `-`       the requirement has no uses at all; count 0, path `-`. A
#                  requirement with no row would be indistinguishable from one
#                  nobody examined, so zero is stated rather than omitted.
# class  `required-today` or `removable`. `required-today` is the default and
#        claims nothing; `removable` is a claim someone checked. The checker
#        reports the split, so this ledger measures the gap and not only the
#        surface.
#
# What is deliberately outside the scanned file set, and why it is not hidden:
# `*.c`/`*.h` require a C compiler and contain no line that invokes one, so the
# checker prints their total as a NOTE instead of pretending it counted them.
#
# need   Derived, not chosen — the answer to the question B6 and B7 are stated
#        in terms of: must an independent builder obtain this to run
#        `task verify`? A count of uses is not that number, and the two differ
#        in both directions.
#
#          `required`  on the verify path, and not skippable
#          `optional`  on the verify path, but every use sits behind an
#                      availability guard whose failure branch skips
#          `off-path`  every task naming the file is one nothing runs
#          `unknown`   the rules could not tell
#
#        It is stored AND recomputed, so a hand-edited value is not a
#        preference — it is a claim the tree contradicts. That is what keeps
#        this from being a suppression list: `bin/kofun`'s `cc` rows cannot be
#        moved to `optional`, because its invocations are unguarded.
#
#        `unknown` is a value and never a default. A rule that resolved its
#        hard cases downward would shrink the headline for the reason least
#        connected to the tree. Twenty rows are `unknown` today and the
#        summary prints the number even when it is zero.
#
# What #1459 was filed to fix, and what it found instead: it assumed
# `examples/rust-shim`'s `cargo` and `rustc` were the permitted
# `allowed_external_boundary` misfiled as core requirements. They are not.
# `examples/rust-shim/check.sh` exits 1 without them and `rust-shim` is in the
# verify list, so `task verify` hard-requires a Rust toolchain. One of the
# three rows it named — `scripts/graphify.sh`'s `python` — is genuinely off the
# build path, and the `need` column is how that is now said.
#
# unknown-ceiling: 31
#
# The bound on `unknown`, checked in BOTH directions like
# tests/assertions/budget.tsv: over it is a use the rules could not classify
# arriving as an ordinary row, under it is an improvement that was not
# recorded. Raising it is a deliberate edit with a reason, in the same commit
# as the row that needed it.
#
# It exists because the two directions of this column are not equally safe. A
# rule that *stops working* fails loudly — removing one of the four naming
# rules in reach.mjs moves 39 rows into `unknown` and each one contradicts its
# stored value by name. A use *arriving* unclassifiable produces a new row, and
# a new row is the ordinary flow (#1474).
#
# requirement	kind	count	class	need	path
node	source	1	required-today	required	tests/stdlib/kofun-digest-model/corpus.mjs
node	source	1	required-today	required	tests/tooling/ownership-view/ownership_view_test.mjs
node	source	1	required-today	required	tests/typed-sidecar/atomic_write_test.mjs
node	source	1	required-today	required	tests/typed-sidecar/authority_boundary_test.mjs
node	source	1	required-today	required	tests/typed-sidecar/captures_test.mjs
node	source	1	required-today	required	tests/typed-sidecar/codec_test.mjs
node	source	1	required-today	required	tests/typed-sidecar/producer_races_test.mjs
node	source	1	required-today	required	tests/typed-sidecar/stage2_projector_test.mjs
node	source	1	required-today	required	tests/wasm-list-v1/run.mjs
node	source	1	required-today	required	tests/wasm-text-v1/run.mjs
node	source	1	required-today	required	tests/wasm/wasi-command/inspect.mjs
node	source	1	required-today	required	tests/wasm/wasi-command/run.mjs
node	source	1	required-today	required	tests/wasm/wasi-command/validate.mjs
node	source	1	required-today	required	tooling/bindgen-c/bindgen-c.mjs
node	source	1	required-today	required	tooling/forbidden-requirements/check.mjs
node	source	1	required-today	required	tooling/forbidden-requirements/detect.mjs
node	source	1	required-today	required	tooling/forbidden-requirements/reach.mjs
node	source	1	required-today	required	tooling/forbidden-requirements/self-test.mjs
node	source	1	required-today	required	tooling/gate-reachability/check.mjs
node	source	1	required-today	required	tooling/lsp/import-target-index.js
node	source	1	required-today	required	tooling/lsp/semantic-sidecar.mjs
node	source	1	required-today	required	tooling/lsp/semantic-worker.mjs
node	source	1	required-today	required	tooling/lsp/server.js
node	source	1	required-today	required	tooling/lsp/visibility.js
node	source	1	required-today	required	tooling/machine-dependent/check.mjs
node	source	1	required-today	required	tooling/machine-dependent/detect.mjs
node	source	1	required-today	required	tooling/machine-dependent/self-test.mjs
node	source	1	required-today	required	tooling/task-help.mjs
node	source	1	required-today	required	tooling/typed-sidecar/captures.mjs
node	source	1	required-today	required	tooling/typed-sidecar/codec.mjs
node	source	1	required-today	required	tooling/typed-sidecar/documentation-index-cli.mjs
node	source	1	required-today	required	tooling/typed-sidecar/documentation-index.mjs
node	source	1	required-today	required	tooling/typed-sidecar/emit-stage2.mjs
node	source	1	required-today	required	tooling/typed-sidecar/from-stage2.mjs
node	source	1	required-today	required	tooling/typed-sidecar/ownership-view.mjs
node	source	1	required-today	required	tooling/wasi-command/validate-manifest.mjs
python	invoke	6	required-today	off-path	scripts/graphify.sh
python	invoke	1	required-today	required	tests/conformance/int-bits-lowering/check.sh
shell-build-driver	source	1	required-today	required	bin/kofun
shell-build-driver	source	1	required-today	required	bin/kofun-digest
shell-build-driver	source	1	required-today	required	bootstrap/c_abi/check.sh
shell-build-driver	source	1	required-today	required	bootstrap/native/check-macho64-signed.sh
shell-build-driver	source	1	required-today	required	bootstrap/native/check-macho64.sh
shell-build-driver	source	1	required-today	required	bootstrap/native/check-pe32plus.sh
shell-build-driver	source	1	required-today	required	bootstrap/native/check.sh
shell-build-driver	source	1	required-today	required	bootstrap/native/emit-fixture.sh
shell-build-driver	source	1	required-today	required	bootstrap/selfhost/build-a1-a2.sh
shell-build-driver	source	1	required-today	required	bootstrap/selfhost/c11/check-c11.sh
shell-build-driver	source	1	required-today	required	bootstrap/selfhost/check-a1-a2.sh
shell-build-driver	source	1	required-today	required	bootstrap/selfhost/check-b6-policy.sh
shell-build-driver	source	1	required-today	required	bootstrap/selfhost/check-b6-report.sh
shell-build-driver	source	1	required-today	required	bootstrap/selfhost/check-compiler-driver.sh
shell-build-driver	source	1	required-today	required	bootstrap/selfhost/check-declared-inputs.sh
shell-build-driver	source	1	required-today	required	bootstrap/selfhost/check-diverse-double-compilation-refusals.sh
shell-build-driver	source	1	required-today	required	bootstrap/selfhost/check-diverse-double-compilation.sh
shell-build-driver	source	1	required-today	required	bootstrap/selfhost/check-driver-diagnostics.sh
shell-build-driver	source	1	required-today	required	bootstrap/selfhost/check-fixed-point.sh
shell-build-driver	source	1	required-today	required	bootstrap/selfhost/check-inputs-sufficient.sh
shell-build-driver	source	1	required-today	required	bootstrap/selfhost/check-profile.sh
shell-build-driver	source	1	required-today	required	bootstrap/selfhost/check-reproduction-report.sh
shell-build-driver	source	1	required-today	required	bootstrap/selfhost/declare-inputs.sh
shell-build-driver	source	1	required-today	required	bootstrap/selfhost/frontend/check-frontend.sh
shell-build-driver	source	1	required-today	required	bootstrap/selfhost/generations-lib.sh
shell-build-driver	source	1	required-today	required	bootstrap/selfhost/native/check-native-corpus.sh
shell-build-driver	source	1	required-today	required	bootstrap/selfhost/reproduce.sh
shell-build-driver	source	1	required-today	required	bootstrap/stage1/build.sh
shell-build-driver	source	1	required-today	required	bootstrap/stage1/check.sh
shell-build-driver	source	1	required-today	required	bootstrap/stage2/build.sh
shell-build-driver	source	1	required-today	required	bootstrap/stage2/check.sh
shell-build-driver	source	1	required-today	required	bootstrap/stage2/fuzz-sanitizer-cc-wrapper.sh
shell-build-driver	source	1	required-today	required	bootstrap/stage2/fuzz-sanitizer-object.sh
shell-build-driver	source	1	required-today	required	bootstrap/stage2/module-inventory.sh
shell-build-driver	source	1	required-today	required	bootstrap/stage2/semantic-objects.sh
shell-build-driver	source	1	required-today	required	bootstrap/stage2/verify-cc-wrapper.sh
shell-build-driver	source	1	required-today	required	bootstrap/stage2/verify-runner.sh
shell-build-driver	source	1	required-today	required	bootstrap/wasm/check.sh
shell-build-driver	source	1	required-today	required	bootstrap/wasm/object_arena_check.sh
shell-build-driver	source	1	required-today	required	docs/tour/check.sh
shell-build-driver	source	1	required-today	required	examples/check-law-evidence.sh
shell-build-driver	source	1	required-today	required	examples/check.sh
shell-build-driver	source	1	required-today	unknown	examples/rust-shim/benchmark.sh
shell-build-driver	source	1	required-today	required	examples/rust-shim/check.sh
shell-build-driver	source	1	required-today	required	examples/wasm-browser/build.sh
shell-build-driver	source	1	required-today	required	framework/cli/check.sh
shell-build-driver	source	1	required-today	required	framework/http/build.sh
shell-build-driver	source	1	required-today	required	framework/tui/build.sh
shell-build-driver	source	1	required-today	required	framework/tui/check.sh
shell-build-driver	source	1	required-today	required	package/manager.sh
shell-build-driver	source	1	required-today	off-path	scripts/graphify.sh
shell-build-driver	source	1	required-today	required	spec/adt-match-v2/check.sh
shell-build-driver	source	1	required-today	required	spec/aggregate-layout-v1/check.sh
shell-build-driver	source	1	required-today	required	spec/atomic-write-authority-v1/check.sh
shell-build-driver	source	1	required-today	required	spec/benchmark-report-v1/check.sh
shell-build-driver	source	1	required-today	required	spec/concurrency/schedule-trace/check.sh
shell-build-driver	source	1	required-today	required	spec/concurrency/scoped-captures-v1/check.sh
shell-build-driver	source	1	required-today	required	spec/concurrency/scoped-parallelism-v1/check.sh
shell-build-driver	source	1	required-today	required	spec/effects/affine-resumption/check.sh
shell-build-driver	source	1	required-today	required	spec/kif-generics-v1/check.sh
shell-build-driver	source	1	required-today	required	spec/module-identity/check.sh
shell-build-driver	source	1	required-today	required	spec/namespaces/check.sh
shell-build-driver	source	1	required-today	required	spec/native-toolchain-v1/check.sh
shell-build-driver	source	1	required-today	required	spec/package-roots/check.sh
shell-build-driver	source	1	required-today	required	spec/re-exports/check.sh
shell-build-driver	source	1	required-today	required	spec/reuse-candidate-v1/check.sh
shell-build-driver	source	1	required-today	required	spec/roadmap-31-34/verify-current-gates.sh
shell-build-driver	source	1	required-today	required	spec/semantic-identity/check.sh
shell-build-driver	source	1	required-today	required	spec/source-file-mapping/check.sh
shell-build-driver	source	1	required-today	required	spec/syntax/call-arguments/check-surface.sh
shell-build-driver	source	1	required-today	required	spec/syntax/call-arguments/check.sh
shell-build-driver	source	1	required-today	required	spec/tooling/upgrade-patch/check.sh
shell-build-driver	source	1	required-today	required	spec/type-reduction-trace/check.sh
shell-build-driver	source	1	required-today	required	spec/typed-sidecar/check.sh
shell-build-driver	source	1	required-today	required	spec/visibility/check.sh
shell-build-driver	source	1	required-today	required	spec/wasi-command-profile-v1/check.sh
shell-build-driver	source	1	required-today	required	spec/wasi-command-projection-v1/check.sh
shell-build-driver	source	1	required-today	required	spec/wasi-host-matrix-v1/check.sh
shell-build-driver	source	1	required-today	required	spec/wasm-host-abi-v1/check.sh
shell-build-driver	source	1	required-today	required	spec/wasm-host-profile-v1/check.sh
shell-build-driver	source	1	required-today	required	stdlib/array/tests/verify.sh
shell-build-driver	source	1	required-today	required	stdlib/binary_heap/tests/verify.sh
shell-build-driver	source	1	required-today	required	stdlib/check-capabilities.sh
shell-build-driver	source	1	required-today	required	stdlib/clock/tests/verify.sh
shell-build-driver	source	1	required-today	required	stdlib/csv/tests/verify.sh
shell-build-driver	source	1	required-today	required	stdlib/date_time/tests/verify.sh
shell-build-driver	source	1	required-today	required	stdlib/decimal/tests/verify.sh
shell-build-driver	source	1	required-today	required	stdlib/json/tests/verify.sh
shell-build-driver	source	1	required-today	required	stdlib/list/tests/verify.sh
shell-build-driver	source	1	required-today	required	stdlib/logging/tests/verify.sh
shell-build-driver	source	1	required-today	required	stdlib/map/tests/verify.sh
shell-build-driver	source	1	required-today	required	stdlib/random/tests/verify.sh
shell-build-driver	source	1	required-today	required	stdlib/regex/tests/verify.sh
shell-build-driver	source	1	required-today	required	stdlib/set/tests/verify.sh
shell-build-driver	source	1	required-today	required	stdlib/testing/tests/verify.sh
shell-build-driver	source	1	required-today	required	stdlib/tests/verify.sh
shell-build-driver	source	1	required-today	required	stdlib/toml/tests/verify.sh
shell-build-driver	source	1	required-today	required	stdlib/tuple/tests/verify.sh
shell-build-driver	source	1	required-today	required	stdlib/vector/tests/verify.sh
shell-build-driver	source	1	required-today	required	tests/artifact-qualification/check.sh
shell-build-driver	source	1	required-today	required	tests/assertions/assert.sh
shell-build-driver	source	1	required-today	required	tests/assertions/check.sh
shell-build-driver	source	1	required-today	required	tests/backlog/check-stamps.sh
shell-build-driver	source	1	required-today	required	tests/backlog/check.sh
shell-build-driver	source	1	required-today	required	tests/backlog/self-test.sh
shell-build-driver	source	1	required-today	required	tests/build_system.sh
shell-build-driver	source	1	required-today	required	tests/cli.sh
shell-build-driver	source	1	required-today	required	tests/cli_stage2_outcomes.sh
shell-build-driver	source	1	required-today	required	tests/conformance/adt-exhaustiveness/run.sh
shell-build-driver	source	1	required-today	required	tests/conformance/adt-usefulness-v2/run.sh
shell-build-driver	source	1	required-today	required	tests/conformance/adt/run.sh
shell-build-driver	source	1	required-today	required	tests/conformance/aggregate-bridge/run.sh
shell-build-driver	source	1	required-today	required	tests/conformance/authority-carrier/run.sh
shell-build-driver	source	1	required-today	required	tests/conformance/backends/c11-stage1.sh
shell-build-driver	source	1	required-today	required	tests/conformance/backends/c11-stage2.sh
shell-build-driver	source	1	required-today	unknown	tests/conformance/backends/native-aarch64.sh
shell-build-driver	source	1	required-today	unknown	tests/conformance/backends/native-x86_64.sh
shell-build-driver	source	1	required-today	unknown	tests/conformance/backends/wasm32-node.sh
shell-build-driver	source	1	required-today	required	tests/conformance/bytes-carrier/run.sh
shell-build-driver	source	1	required-today	required	tests/conformance/call-arguments/run.sh
shell-build-driver	source	1	required-today	required	tests/conformance/capabilities_test.sh
shell-build-driver	source	1	required-today	required	tests/conformance/check-capabilities.sh
shell-build-driver	source	1	required-today	required	tests/conformance/codegen/dense-enum-dispatch/run.sh
shell-build-driver	source	1	required-today	required	tests/conformance/const-generics/run.sh
shell-build-driver	source	1	required-today	required	tests/conformance/decimal/run.sh
shell-build-driver	source	1	required-today	required	tests/conformance/discovery/run.sh
shell-build-driver	source	1	required-today	required	tests/conformance/discovery/sanitizer-cc-wrapper.sh
shell-build-driver	source	1	required-today	required	tests/conformance/discovery/sanitizer-objects.sh
shell-build-driver	source	1	required-today	required	tests/conformance/effects/pure-boundary/run.sh
shell-build-driver	source	1	required-today	required	tests/conformance/effects/pure-io/run.sh
shell-build-driver	source	1	required-today	required	tests/conformance/generics/run.sh
shell-build-driver	source	1	required-today	required	tests/conformance/incremental/run.sh
shell-build-driver	source	1	required-today	required	tests/conformance/inference/hm-levels/run.sh
shell-build-driver	source	1	required-today	required	tests/conformance/int-bits-lowering/check.sh
shell-build-driver	source	1	required-today	required	tests/conformance/int-bits/run.sh
shell-build-driver	source	1	required-today	required	tests/conformance/modules/confusable-visible-set/run.sh
shell-build-driver	source	1	required-today	required	tests/conformance/modules/import-aliases/run.sh
shell-build-driver	source	1	required-today	required	tests/conformance/modules/imports-qualified/run.sh
shell-build-driver	source	1	required-today	required	tests/conformance/modules/imports-selective/run.sh
shell-build-driver	source	1	required-today	required	tests/conformance/modules/kif-v1/run.sh
shell-build-driver	source	1	required-today	required	tests/conformance/modules/lexical-scopes/run.sh
shell-build-driver	source	1	required-today	required	tests/conformance/modules/raw-imports/run.sh
shell-build-driver	source	1	required-today	required	tests/conformance/modules/raw-re-exports/run.sh
shell-build-driver	source	1	required-today	required	tests/conformance/modules/re-exports/run.sh
shell-build-driver	source	1	required-today	required	tests/conformance/modules/shadowing/run.sh
shell-build-driver	source	1	required-today	required	tests/conformance/modules/stage2-kif-producer/run.sh
shell-build-driver	source	1	required-today	required	tests/conformance/modules/top-level-declarations/run.sh
shell-build-driver	source	1	required-today	required	tests/conformance/modules/visibility-access/run.sh
shell-build-driver	source	1	required-today	required	tests/conformance/modules/visibility-syntax/run.sh
shell-build-driver	source	1	required-today	required	tests/conformance/observation-digest.sh
shell-build-driver	source	1	required-today	required	tests/conformance/optional-coalescing/run.sh
shell-build-driver	source	1	required-today	required	tests/conformance/optional-construction/run.sh
shell-build-driver	source	1	required-today	required	tests/conformance/optional-narrowing/run.sh
shell-build-driver	source	1	required-today	required	tests/conformance/optional/run.sh
shell-build-driver	source	1	required-today	required	tests/conformance/patterns/run.sh
shell-build-driver	source	1	required-today	required	tests/conformance/records/run.sh
shell-build-driver	source	1	required-today	required	tests/conformance/run.sh
shell-build-driver	source	1	required-today	required	tests/conformance/stage1-adapter/cc-count-wrapper.sh
shell-build-driver	source	1	required-today	required	tests/conformance/stage1-adapter/check.sh
shell-build-driver	source	1	required-today	required	tests/conformance/syntax/issues_35_47/run.sh
shell-build-driver	source	1	required-today	required	tests/conformance/syntax/issues_48_60/run.sh
shell-build-driver	source	1	required-today	required	tests/conformance/text-results/run.sh
shell-build-driver	source	1	required-today	required	tests/conformance/trait-dictionary-c11/run.sh
shell-build-driver	source	1	required-today	required	tests/conformance/traits/run.sh
shell-build-driver	source	1	required-today	unknown	tests/diagnostics/bless.sh
shell-build-driver	source	1	required-today	unknown	tests/diagnostics/c-abi/run.sh
shell-build-driver	source	1	required-today	required	tests/diagnostics/check.sh
shell-build-driver	source	1	required-today	unknown	tests/diagnostics/driver/run.sh
shell-build-driver	source	1	required-today	unknown	tests/diagnostics/native/run.sh
shell-build-driver	source	1	required-today	required	tests/diagnostics/run.sh
shell-build-driver	source	1	required-today	unknown	tests/diagnostics/runtime/run.sh
shell-build-driver	source	1	required-today	required	tests/diagnostics/self-test.sh
shell-build-driver	source	1	required-today	unknown	tests/diagnostics/selfhost-a1/run.sh
shell-build-driver	source	1	required-today	unknown	tests/diagnostics/stage2/bless.sh
shell-build-driver	source	1	required-today	unknown	tests/diagnostics/stage2/run.sh
shell-build-driver	source	1	required-today	unknown	tests/diagnostics/unicode/run.sh
shell-build-driver	source	1	required-today	required	tests/diagnostics/visibility-api-leaks.sh
shell-build-driver	source	1	required-today	required	tests/digest/check.sh
shell-build-driver	source	1	required-today	required	tests/docs/audited-claim.sh
shell-build-driver	source	1	required-today	required	tests/docs/documentation-index.sh
shell-build-driver	source	1	required-today	required	tests/enum-match-value/check.sh
shell-build-driver	source	1	required-today	required	tests/fixtures/stage2_unsupported_compiler.sh
shell-build-driver	source	1	required-today	unknown	tests/fuzz/adapters/arithmetic-c11.sh
shell-build-driver	source	1	required-today	unknown	tests/fuzz/adapters/arithmetic-model.sh
shell-build-driver	source	1	required-today	unknown	tests/fuzz/adapters/arithmetic-native-x86_64.sh
shell-build-driver	source	1	required-today	unknown	tests/fuzz/adapters/arithmetic-wasm32-node.sh
shell-build-driver	source	1	required-today	required	tests/fuzz/enum_match.sh
shell-build-driver	source	1	required-today	required	tests/fuzz/fixtures/protocol-adapter.sh
shell-build-driver	source	1	required-today	required	tests/fuzz/grammar.sh
shell-build-driver	source	1	required-today	required	tests/fuzz/hm_levels.sh
shell-build-driver	source	1	required-today	required	tests/fuzz/match_guard.sh
shell-build-driver	source	1	required-today	required	tests/fuzz/match_value.sh
shell-build-driver	source	1	required-today	required	tests/fuzz/match_value_invalid.sh
shell-build-driver	source	1	required-today	required	tests/fuzz/optional_narrowing.sh
shell-build-driver	source	1	required-today	required	tests/fuzz/pure_io.sh
shell-build-driver	source	1	required-today	required	tests/fuzz/semantic_differential.sh
shell-build-driver	source	1	required-today	required	tests/fuzz/semantic_protocol.sh
shell-build-driver	source	1	required-today	required	tests/fuzz/semantic_protocol_test.sh
shell-build-driver	source	1	required-today	required	tests/fuzz/semantic_runner.sh
shell-build-driver	source	1	required-today	required	tests/fuzz/value_if.sh
shell-build-driver	source	1	required-today	required	tests/fuzz/visibility-artifacts.sh
shell-build-driver	source	1	required-today	required	tests/http/check.sh
shell-build-driver	source	1	required-today	required	tests/http/client-model/run.sh
shell-build-driver	source	1	required-today	required	tests/interfaces/visibility-filtering.sh
shell-build-driver	source	1	required-today	required	tests/interop/bindgen-c/check-fuzz.sh
shell-build-driver	source	1	required-today	required	tests/interop/bindgen-c/check-sanitizers.sh
shell-build-driver	source	1	required-today	required	tests/interop/bindgen-c/check.sh
shell-build-driver	source	1	required-today	unknown	tests/interop/bindgen-c/fuzz/hanging-clang.sh
shell-build-driver	source	1	required-today	required	tests/kofun/check.sh
shell-build-driver	source	1	required-today	required	tests/lsp/check.sh
shell-build-driver	source	1	required-today	required	tests/lsp/visibility.sh
shell-build-driver	source	1	required-today	required	tests/module-constants/check.sh
shell-build-driver	source	1	required-today	required	tests/modules/extern-c/check.sh
shell-build-driver	source	1	required-today	required	tests/modules/inventory/check.sh
shell-build-driver	source	1	required-today	required	tests/move-assertion/check.sh
shell-build-driver	source	1	required-today	required	tests/native-host-evidence/check.sh
shell-build-driver	source	1	required-today	required	tests/ownership/affine-resource-handle/check.sh
shell-build-driver	source	1	required-today	required	tests/package_manager.sh
shell-build-driver	source	1	required-today	required	tests/packages/cc-snapshot-consistency.sh
shell-build-driver	source	1	required-today	required	tests/packages/cp-temp-name-collision.sh
shell-build-driver	source	1	required-today	required	tests/release/check-claims.sh
shell-build-driver	source	1	required-today	required	tests/rfc/check-registry.sh
shell-build-driver	source	1	required-today	required	tests/security/generated-meta-access.sh
shell-build-driver	source	1	required-today	required	tests/security/module-interface-artifact.sh
shell-build-driver	source	1	required-today	required	tests/stage2/else-if-chain/run.sh
shell-build-driver	source	1	required-today	required	tests/stage2/list-int-signatures/run.sh
shell-build-driver	source	1	required-today	required	tests/stage2/list-int-values/run.sh
shell-build-driver	source	1	required-today	required	tests/stage2/optional-pair/run.sh
shell-build-driver	source	1	required-today	required	tests/stage2/record-values/run.sh
shell-build-driver	source	1	required-today	required	tests/stage2/text-escapes/run.sh
shell-build-driver	source	1	required-today	required	tests/stage2/unused-function/run.sh
shell-build-driver	source	1	required-today	required	tests/stage2/while-list-int/run.sh
shell-build-driver	source	1	required-today	required	tests/stdlib/alloc/check.sh
shell-build-driver	source	1	required-today	required	tests/stdlib/benchmark-report-model/check.sh
shell-build-driver	source	1	required-today	required	tests/stdlib/benchmark-report-model/compare.sh
shell-build-driver	source	1	required-today	required	tests/stdlib/benchmark-summary/check.sh
shell-build-driver	source	1	required-today	required	tests/stdlib/clock-adapters/check-linux-x86_64.sh
shell-build-driver	source	1	required-today	required	tests/stdlib/clock-adapters/check.sh
shell-build-driver	source	1	required-today	required	tests/stdlib/kofun-digest-model/check.sh
shell-build-driver	source	1	required-today	required	tests/stdlib/kotest/check.sh
shell-build-driver	source	1	required-today	required	tests/stdlib/tzdb/check.sh
shell-build-driver	source	1	required-today	required	tests/tooling/discovery-sanitizer-reuse/check.sh
shell-build-driver	source	1	required-today	required	tests/tooling/fuzz-sanitizer-reuse/check.sh
shell-build-driver	source	1	required-today	required	tests/tooling/ownership-view/run.sh
shell-build-driver	source	1	required-today	required	tests/tooling/stage2-build-reuse/check.sh
shell-build-driver	source	1	required-today	required	tests/tooling/task-help/check.sh
shell-build-driver	source	1	required-today	required	tests/tooling/verify-object-reuse/check.sh
shell-build-driver	source	1	required-today	required	tests/typed-sidecar/atomic-write.sh
shell-build-driver	source	1	required-today	required	tests/typed-sidecar/authority-boundary.sh
shell-build-driver	source	1	required-today	required	tests/typed-sidecar/captures.sh
shell-build-driver	source	1	required-today	required	tests/typed-sidecar/cli.sh
shell-build-driver	source	1	required-today	required	tests/typed-sidecar/codec.sh
shell-build-driver	source	1	required-today	required	tests/typed-sidecar/producer-races.sh
shell-build-driver	source	1	required-today	required	tests/typed-sidecar/stage2-event-stream.sh
shell-build-driver	source	1	required-today	required	tests/typed-sidecar/stage2-events.sh
shell-build-driver	source	1	required-today	required	tests/typed-sidecar/stage2-projector.sh
shell-build-driver	source	1	required-today	required	tests/unicode/run.sh
shell-build-driver	source	1	required-today	required	tests/usability/check.sh
shell-build-driver	source	1	required-today	required	tests/wasm-list-v1/check.sh
shell-build-driver	source	1	required-today	required	tests/wasm-text-v1/check.sh
shell-build-driver	source	1	required-today	required	tests/wasm/wasi-command/check.sh
shell-build-driver	source	1	required-today	required	tooling/kotest/run.sh
shell-build-driver	source	1	required-today	required	tooling/lsp/build-semantic-bundle.sh
shell-build-driver	source	1	required-today	required	tooling/lsp/kofun-lsp
shell-build-driver	source	1	required-today	required	tooling/machine-dependent/check.sh
shell-build-driver	source	1	required-today	unknown	unicode/generate_tables.sh
go-task	invoke	4	required-today	required	.github/workflows/ci.yml
go-task	invoke	1	required-today	required	.github/workflows/fuzz.yml
go-task	invoke	1	required-today	required	.github/workflows/native-hosts.yml
go-task	invoke	2	required-today	required	.github/workflows/release.yml
go-task	invoke	4	required-today	required	bootstrap/stage2/verify-runner.sh
go-task	invoke	1	required-today	required	tests/release/check-claims.sh
go-task	invoke	2	required-today	required	tests/tooling/task-help/check.sh
go-task	invoke	1	required-today	required	tooling/task-help.mjs
go-task	source	1	required-today	required	Taskfile.yml
system-sdk	invoke	1	required-today	required	bin/kofun
system-sdk	invoke	3	required-today	required	tooling/bindgen-c/bindgen-c.mjs
import-library	invoke	1	required-today	required	bin/kofun
import-library	invoke	1	required-today	required	bootstrap/stage1/build.sh
import-library	invoke	1	required-today	required	bootstrap/stage1/check.sh
import-library	invoke	1	required-today	required	framework/tui/check.sh
import-library	invoke	1	required-today	required	tests/unicode/run.sh
non-kofun-build-language	-	0	-	-	-
